course_title,is_paid,price,num_subscribers,num_reviews,level,published_timestamp,subject,duration_interval
Investment Banking: How to Land a Job on Wall Street,1,75,1218,30,All Levels,2015-06-11T19:09:17Z,Business Finance,0-10h
Learn To Invest In Index Funds and ETFs In 7 Easy Steps,1,20,1132,33,All Levels,2015-07-20T23:48:08Z,Business Finance,0-10h
Financial modeling: Build a multiples valuation model,1,20,656,17,All Levels,2016-05-30T18:00:22Z,Business Finance,0-10h
Trade Recap I - A Real Look at Futures Options Markets,1,20,3339,4,Introductory,2014-02-17T09:22:13Z,Business Finance,0-10h
Advanced Stock Options for Serious Equity Investors!,1,200,1271,23,Advanced,2015-09-22T19:48:31Z,Business Finance,0-10h
Trading Binary Options for Fun and Profit,1,20,1574,24,All Levels,2015-02-21T00:36:13Z,Business Finance,0-10h
CFA: Fast Track your career in Finance,1,20,1393,27,Introductory,2015-09-29T20:12:53Z,Business Finance,0-10h
How to be a Profitable Forex Trader,1,20,1029,13,All Levels,2016-05-04T00:01:47Z,Business Finance,0-10h
Excel Dashboard - Interactive Excel Dashboard and Charts,1,30,843,54,All Levels,2015-03-19T16:57:50Z,Business Finance,0-10h
Accounting 101: Learn Business Finance Forecasting in 60mins,1,95,1730,12,All Levels,2014-07-24T15:20:39Z,Business Finance,0-10h
The Securities Trade Lifecycle,1,50,1182,110,All Levels,2014-03-12T13:40:53Z,Business Finance,0-10h
Double your Forex Account using the MAGIC MA trading robot,1,65,1160,117,Intermediate,2014-12-10T21:45:30Z,Business Finance,0-10h
Technical Analysis 101: How to Profit During Market Crashes,1,95,1730,18,All Levels,2016-01-27T17:38:23Z,Business Finance,0-10h
Advanced Accounting for Investment Banking,1,50,1260,80,Intermediate,2014-10-01T18:51:06Z,Business Finance,0-10h
Investing In Stocks With 10 Simple Rules,1,95,871,79,All Levels,2015-06-16T21:35:07Z,Business Finance,0-10h
Venture Capital. What is it and Why it Matters to You!,1,50,1566,48,All Levels,2015-10-14T17:50:29Z,Business Finance,0-10h
Cash Flow Valuation: Develop Your Financial Literacy,1,105,2987,23,All Levels,2014-12-22T13:39:16Z,Business Finance,0-10h
Direction-Independ Trading - Elite Forex Traders  Strategy,1,120,973,15,All Levels,2016-06-21T22:46:41Z,Business Finance,0-10h
How to Become a Financial Analyst from Scratch!,1,40,2177,31,Introductory,2015-07-07T18:59:39Z,Business Finance,0-10h
First Steps to Trading the Forexmarkets : Technical Analysis,1,35,1772,19,Introductory,2016-01-08T21:40:03Z,Business Finance,0-10h
Financial analysis: Compare performance of companies,1,20,1850,40,All Levels,2015-06-01T20:09:03Z,Business Finance,0-10h
Forex for Beginners: Easy Forex Trading for Beginners,0,0,1780,32,Introductory,2017-05-18T16:48:46Z,Business Finance,0-10h
Investment Crowdfunding 101 (a.k.a Equity Crowdfunding),0,0,4607,181,Introductory,2016-05-17T00:43:59Z,Business Finance,0-10h
Read financial statements like a pro,1,50,12,1,Intermediate,2015-03-02T23:49:35Z,Business Finance,0-10h
10 Numbers Every Business Owner Should Know,1,20,13,1,All Levels,2015-03-08T19:11:24Z,Business Finance,0-10h
Learn How To Trade Gold In 2017,1,200,2,1,All Levels,2017-04-06T04:59:32Z,Business Finance,0-10h
IAS 18 - Revenue,0,0,2571,32,All Levels,2014-03-29T14:10:31Z,Business Finance,0-10h
Forex Trading: The High ROI Forex Trading End of Day Course,1,125,8,1,Intermediate,2014-06-16T11:02:39Z,Business Finance,0-10h
Fundraise the Simplified Way: A Crowdfunding Blueprint,1,35,7,1,All Levels,2015-02-23T04:37:14Z,Business Finance,0-10h
Fundamentals of Accounting for Business Owners,1,20,217,0,Introductory,2017-02-06T16:35:44Z,Business Finance,0-10h
Practical Financial Statement Analysis,1,75,22,5,All Levels,2017-05-01T23:22:07Z,Business Finance,0-10h
Forex Management - Detailed Study for CA / CS / CFA Exams,1,50,131,2,All Levels,2015-11-03T18:54:45Z,Business Finance,0-10h
Financial Statement Review 101:  How to Find Errors,1,30,5,2,Introductory,2017-02-03T16:23:16Z,Business Finance,0-10h
Professional Risk Manager (PRM) Certification: Level 1,1,50,116,10,All Levels,2013-07-23T20:18:35Z,Business Finance,20-30h
International Tax  - Tax Beyond boundaries,1,100,27,6,All Levels,2016-09-06T15:03:27Z,Business Finance,10-20h
The Complete Financial Statement Analysis Course,1,150,912,12,Introductory,2017-01-11T02:52:19Z,Business Finance,0-10h
Advanced Excel functions,1,20,1964,47,All Levels,2016-01-12T20:03:45Z,Business Finance,0-10h
Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),1,200,1033,2,Introductory,2017-02-22T21:36:08Z,Business Finance,0-10h
Candlestick Analysis For Professional Traders,1,95,913,117,Advanced,2016-05-18T16:04:14Z,Business Finance,0-10h
Build A Career In Forex Trading- Learn Fundamental Analysis,1,200,2092,77,All Levels,2015-11-23T20:42:22Z,Business Finance,0-10h
Financial Modeling: Build a Complete DCF Valuation Model,1,95,2240,185,All Levels,2014-12-03T21:41:25Z,Business Finance,0-10h
Hands-on Financial Modeling (With 6 Excel Templates),1,30,4601,38,Intermediate,2015-04-02T17:51:17Z,Business Finance,0-10h
CAIIB Advanced Bank Management (Part I),1,25,2953,20,All Levels,2016-04-15T18:43:40Z,Business Finance,20-30h
Stock Market investment:Non financial fundamental analysis,1,125,1091,4,Introductory,2016-12-20T14:36:59Z,Business Finance,0-10h
Learn How to Play CashFlow Game,1,35,1459,11,Introductory,2016-10-17T21:16:49Z,Business Finance,0-10h
Basics of Business Finance,1,30,4855,64,Introductory,2013-03-22T17:42:18Z,Business Finance,0-10h
Accounting Made Easy 2,1,50,4034,8,Intermediate,2015-09-16T18:57:23Z,Business Finance,0-10h
"Bitcoin: el futuro del dinero, hoy",1,200,57,22,Intermediate,2016-06-06T00:06:37Z,Business Finance,0-10h
Aprende a invertir practicando,1,35,26,9,All Levels,2015-05-28T18:12:44Z,Business Finance,0-10h
Trading con retrocesos de Fibonacci,1,25,14,4,All Levels,2017-02-07T15:34:03Z,Business Finance,0-10h
Mit Finanzwissen zu besserem Unternehmertum,1,50,49,3,Introductory,2017-05-10T15:10:34Z,Business Finance,0-10h
Como hacer empresa en 10 sesiones prácticas,1,20,11,2,Intermediate,2015-11-19T18:20:45Z,Business Finance,0-10h
المحاسبة للإداريين و غير المحاسبين,1,20,9,3,Introductory,2016-04-23T22:57:42Z,Business Finance,0-10h
株式投資で本当のファンダメンタル分析ができるようになる,1,20,91,7,All Levels,2016-06-21T17:59:58Z,Business Finance,0-10h
Curso de Trading práctico basado en casos reales,1,20,44,6,All Levels,2016-08-29T16:36:38Z,Business Finance,10-20h
Curso Avanzado de Trading,1,125,106,11,All Levels,2015-11-28T06:25:44Z,Business Finance,20-30h
สอนเทรดไบนารี่ อ๊อฟชั่นอย่างง่าย,0,0,2079,258,All Levels,2015-02-15T12:17:56Z,Business Finance,0-10h
MQL4 Tutorial Golden Goose,1,20,135,5,Introductory,2015-06-07T19:32:46Z,Business Finance,0-10h
Análise de Concessão de Crédito,1,20,31,11,All Levels,2016-06-29T20:21:24Z,Business Finance,10-20h
Technical Analysis Using Elliott Wave Theory,1,60,217,7,All Levels,2016-11-01T19:30:11Z,Business Finance,0-10h
The Basics Of Volume Analysis,1,60,611,57,All Levels,2013-02-24T13:23:14Z,Business Finance,0-10h
Crash Course on Cost of Capital and Capital Structuring,0,0,5007,41,All Levels,2015-04-13T17:52:57Z,Business Finance,0-10h
Business Accounting Made Easy,1,50,1168,5,Introductory,2015-09-05T05:15:07Z,Business Finance,0-10h
Build a DCF Model from Scratch,0,0,4653,395,All Levels,2014-09-14T21:13:26Z,Business Finance,0-10h
"Multiply your returns using 'Value Investing"",https://www.udemy.com/multiply-your-returns-using-value-investing/,true,20,1942,19,63,All Levels,4.5 hours,2015-07-23T00:08:33Z
874284,Weekly Forex Analysis by Baraq FX""",0,0,3035,12,All Levels,2016-06-20T21:02:36Z,Business Finance,0-10h
Technical Analysis - A practical approach for trade entry,1,60,454,52,Advanced,2013-02-24T04:47:36Z,Business Finance,0-10h
Mastering Technical Analysis : Maximizing Trading Profits,1,60,325,14,All Levels,2016-03-04T15:33:46Z,Business Finance,0-10h
The Complete Guide to Professional Trading with Elliott Wave,1,115,228,49,All Levels,2016-05-11T16:40:05Z,Business Finance,0-10h
A Complete Guide to Becoming a Trader on the Forex Market,1,25,562,11,All Levels,2014-06-28T05:52:41Z,Business Finance,0-10h
Stock Market for Beginners - Complete Starter Toolkit,1,120,577,45,Intermediate,2016-03-31T18:22:30Z,Business Finance,0-10h
Beginners Binary Options Course,0,0,10540,799,Introductory,2014-04-27T06:58:27Z,Business Finance,0-10h
Technical Analysis 101: Secrets of Trading Revealed,1,150,912,27,All Levels,2015-07-16T22:29:32Z,Business Finance,0-10h
Forex: What's a Trend and When it is Strong and Reliable,0,0,2955,43,Intermediate,2016-10-05T15:39:55Z,Business Finance,0-10h
Volatility Trading Analysis with R,1,50,190,13,Advanced,2017-03-06T21:26:55Z,Business Finance,0-10h
How To Profit From Stock Market Volatility,0,0,1736,36,All Levels,2017-01-23T18:23:58Z,Business Finance,0-10h
Awaken the Accountant in You | Master the Accounting Basics,1,35,1135,10,Introductory,2015-11-24T23:55:22Z,Business Finance,0-10h
WE WILL PAY YOU TO TRADE WITH US,1,20,2101,51,All Levels,2014-08-18T21:09:54Z,Business Finance,0-10h
Situational Trading: Proven Option Strategy for any Scenario,1,200,1048,11,All Levels,2015-11-06T19:01:58Z,Business Finance,0-10h
Portfolio Management for CA / CS / CFA exams,1,20,1740,5,All Levels,2015-07-21T19:24:17Z,Business Finance,0-10h
Algorithmic Trading in MATLAB: WFAToolbox App GUI (Finance),1,20,1749,41,All Levels,2015-06-23T22:37:31Z,Business Finance,0-10h
Finding an Unlimited Amount of Investors,1,80,1187,6,All Levels,2016-03-03T22:25:41Z,Business Finance,0-10h
Bookkeeping Made Easy,1,70,1263,21,Introductory,2015-07-14T00:00:48Z,Business Finance,0-10h
BITCOIN VISUALLY. Part I.,1,50,115,6,Introductory,2014-03-16T14:36:01Z,Business Finance,0-10h
Learn and Master the Basics of Finance,1,20,43,17,Introductory,2016-09-25T20:37:51Z,Business Finance,0-10h
FOREX : LearnTo Trade the Improved ( Advanced ) Patterns,1,75,55,2,All Levels,2016-01-13T03:15:11Z,Business Finance,0-10h
Mastering the Market : (Technical Analysis + Candlestick),1,90,18,7,All Levels,2016-12-16T15:01:34Z,Business Finance,0-10h
Mastering Countertrend Trading : High Profit Trading Pattern,1,40,14,5,All Levels,2016-10-29T19:15:04Z,Business Finance,0-10h
Exam 1 Review - Managerial Accounting (U of H),1,30,47,9,Introductory,2016-02-11T16:23:46Z,Business Finance,0-10h
* An Integrated Approach to the Fundamentals of Accounting,1,200,134,14,All Levels,2016-03-15T17:23:07Z,Business Finance,0-10h
Get to grips with the CFA calculator,1,20,153,8,All Levels,2013-08-05T16:02:15Z,Business Finance,0-10h
Financial Model Fundamentals-Learn the Essential Skills,1,75,47,5,All Levels,2015-06-01T20:58:11Z,Business Finance,0-10h
Forex: Economic News Trading,1,25,42,14,All Levels,2016-02-29T18:44:03Z,Business Finance,0-10h
Analyze Real Estate Investments | Financial Modeling,1,20,120,18,All Levels,2015-07-21T21:45:17Z,Business Finance,0-10h
Forex For Beginners - A Guide To Currency Trading,1,20,68,10,Introductory,2015-05-25T18:19:21Z,Business Finance,0-10h
Raise Your Credit Score to 800 Or More....,1,50,844,33,All Levels,2015-07-12T19:05:43Z,Business Finance,0-10h
Financial Management Budgeting Techniques,1,20,2045,3,All Levels,2015-04-12T16:28:31Z,Business Finance,0-10h
Forex Killing Divergence - How to trade with precision,1,20,1168,38,All Levels,2015-01-25T18:41:28Z,Business Finance,0-10h
Working Capital Management for CA / CFA / CPA Exams,1,25,2342,9,Intermediate,2014-10-25T13:00:19Z,Business Finance,0-10h
Risk Analysis - Capital Budgeting for CA / CS / CFA exams,1,20,2268,4,All Levels,2015-07-07T20:21:29Z,Business Finance,0-10h
Corporate Finance 101: Financial Statement Analysis & Ratios,1,50,967,16,All Levels,2016-03-20T21:39:38Z,Business Finance,0-10h
Mastering Futures Options for Beginners - Your Top 5 Plays!,1,200,1185,10,Introductory,2016-02-02T20:35:37Z,Business Finance,0-10h
"Professional Options Trading, Simplified",1,200,631,49,All Levels,2015-04-17T21:59:15Z,Business Finance,0-10h
"Advanced Options Concepts - Probability, Greeks, Simulation",1,60,968,81,Intermediate,2013-02-27T13:05:27Z,Business Finance,0-10h
Accounting Basics - A Complete Study,1,180,1132,70,All Levels,2015-05-06T23:27:45Z,Business Finance,20-30h
Case Studies in Macro Economics,1,50,114,1,Introductory,2017-05-25T17:00:12Z,Business Finance,0-10h
My Forex Strategy that win consistently over and over,1,200,204,23,Intermediate,2016-10-29T14:51:53Z,Business Finance,0-10h
Understand Banks & Financial Markets ,1,30,1548,24,All Levels,2013-12-19T21:19:37Z,Business Finance,0-10h
Stock Technical Analysis with Python,1,50,409,35,All Levels,2016-04-12T00:40:03Z,Business Finance,0-10h
How to Become an Accountant from scratch!,1,40,1169,7,Introductory,2015-08-20T20:24:00Z,Business Finance,0-10h
How to invest in Gold,1,50,249,14,Introductory,2016-06-14T17:10:19Z,Business Finance,0-10h
Automate Your Finances,1,20,690,17,Introductory,2014-05-08T23:09:32Z,Business Finance,0-10h
MBA Accounting and Finance for Managers(Paper MS04 of IGNOU),1,150,1340,4,All Levels,2015-07-19T19:43:52Z,Business Finance,20-30h
Accounting Made Easy: A Quick Guide to Financial Accounting,1,95,274,41,All Levels,2015-10-26T23:22:09Z,Business Finance,0-10h
Futures/Commodity Training (Basics),0,0,4863,202,Introductory,2015-02-07T07:04:07Z,Business Finance,0-10h
Cost Accounting Marginal Costing Theory and Practice,1,20,1923,4,All Levels,2015-03-24T19:07:08Z,Business Finance,0-10h
The Big Volatility Short: The Best Trade On Wall Street!,1,200,224,35,All Levels,2016-04-25T16:25:53Z,Business Finance,0-10h
Master Finance in Three Hours,1,20,721,12,Introductory,2014-10-28T20:48:49Z,Business Finance,0-10h
Learn Options on Futures for Hedging Options and Stocks,1,60,51,2,Advanced,2017-05-23T22:23:38Z,Business Finance,0-10h
Option selling trading as income source. Beginners friendly,1,195,1276,46,All Levels,2015-04-06T17:34:49Z,Business Finance,0-10h
Introduction to Value Growth Investing,0,0,2768,83,All Levels,2016-12-20T16:08:26Z,Business Finance,0-10h
Become A Forex Trader - Forex trading like a professional,0,0,1735,31,All Levels,2017-05-28T14:35:47Z,Business Finance,0-10h
Hedge Fund Trading System,0,0,8985,584,All Levels,2015-03-06T01:11:18Z,Business Finance,0-10h
Bulletproof Personal Finance: Expert Asset Allocation,1,45,1119,22,All Levels,2016-02-10T04:57:32Z,Business Finance,0-10h
Financial Accounting: The Complete Introductory Crash Course,1,100,2591,44,All Levels,2015-01-26T20:09:29Z,Business Finance,10-20h
Learn About Trading Options from a real wallstreet trader,1,20,1046,17,All Levels,2016-02-21T22:40:55Z,Business Finance,0-10h
Forex Rate -Why it fluctuates -for CA / CMA / CS / CFA Exams,1,20,2239,4,All Levels,2015-09-20T20:25:11Z,Business Finance,0-10h
How to Build a Massive Stock Portfolio from Zero!,1,200,1882,51,All Levels,2015-07-20T23:07:38Z,Business Finance,10-20h
Introductory Forex Trading Course,0,0,5931,158,Introductory,2016-05-04T22:34:45Z,Business Finance,0-10h
Budgeting Hacks to Build Wealth!,0,0,4931,154,Introductory,2016-05-31T15:10:45Z,Business Finance,0-10h
Accounting and Finance for Bankers - A Comprehensive Study,1,180,3056,9,All Levels,2015-04-10T19:24:28Z,Business Finance,20-30h
Forex Prep Academy for Beginners-Real trades!,1,75,1303,21,Introductory,2015-06-19T15:22:42Z,Business Finance,0-10h
Accounting for Deferred Taxes (Professional Course Level),1,25,2924,6,All Levels,2015-01-15T13:19:33Z,Business Finance,0-10h
TRADING TRUTHS,1,50,1405,14,All Levels,2015-06-12T17:34:50Z,Business Finance,0-10h
The Binary Institute - Introductory Course in Binary Options,0,0,1121,12,All Levels,2017-04-27T23:49:48Z,Business Finance,0-10h
Forex Trading vs Option Trading,1,95,1776,14,All Levels,2015-07-08T21:09:43Z,Business Finance,0-10h
How to Invest in Stocks + Billionaire Investing Tips,1,40,1643,18,All Levels,2015-07-01T20:43:10Z,Business Finance,0-10h
Value Investing For Beginners,1,100,801,48,Introductory,2016-05-11T17:20:38Z,Business Finance,0-10h
TRADING TACTICS,1,145,951,25,All Levels,2015-02-13T20:19:58Z,Business Finance,0-10h
MQL4 Tutorial Bootcamp - Trading Robot Coding in Metatrader4,1,30,1278,33,Introductory,2015-07-02T21:57:04Z,Business Finance,0-10h
Ultimate Retirement: Build Your Own Dynamic Retirement Plan,1,50,1184,15,All Levels,2015-07-28T00:45:02Z,Business Finance,0-10h
build a solid foundation for trading options,1,20,1115,8,All Levels,2016-05-26T21:17:14Z,Business Finance,0-10h
Forex Scam: Avoid the scam today,1,20,1086,27,All Levels,2016-02-05T00:04:50Z,Business Finance,0-10h
Cost Accounting Crash Course,1,20,3730,11,All Levels,2015-04-10T21:01:47Z,Business Finance,0-10h
Option Trading for Rookies: Basic Option Strategies,1,95,810,27,All Levels,2016-08-25T18:10:44Z,Business Finance,0-10h
Business Analysis:  Working with Use Cases,1,90,2338,224,All Levels,2013-04-17T19:33:22Z,Business Finance,0-10h
Learn to Raise the Funds You Need via Crowdfunding,1,20,3403,29,All Levels,2014-09-19T20:38:16Z,Business Finance,0-10h
Business finances,1,75,4695,7,Introductory,2014-05-07T01:51:09Z,Business Finance,0-10h
Financial Accounting - A Brief Introduction,0,0,17847,1440,Introductory,2016-02-24T14:53:28Z,Business Finance,0-10h
Trading Economic Indicators - Complete Trading System,1,50,2692,25,Introductory,2015-09-17T18:47:54Z,Business Finance,0-10h
Foundation of Options Trading and Investing,1,20,6374,21,All Levels,2013-10-16T04:41:28Z,Business Finance,0-10h
Option Trading - How To Earn If You Can't Predict The Market,1,145,2305,19,All Levels,2015-07-22T19:02:23Z,Business Finance,0-10h
The Financial Analyst Skills Training (FAST) course 2017,1,100,589,31,All Levels,2017-01-02T17:44:17Z,Business Finance,10-20h
