title,num_subscribers,course_type,level,subject,language,subtitles,price,type_ins,duration_interval
Gestion de projets de développement,41663,Self-paced on your time,Intermediate,Business & Management,Français,Français,25.0,Other,30-40h
Product Management Fundamentals,11913,Self-paced on your time,Introductory,Business & Management,English,English,199.0,University,10-20h
International Human Rights Law,74424,Self-paced on your time,Advanced,Law,English,English,150.0,University,80h+
The Best Start in Life: Early Childhood Development for Sustainable Development,23139,Self-paced on your time,Intermediate,Education & Teacher Training,English,"اللغة العربية, English, Español, हिन्दी, Português",49.0,Other,20-30h
Data Science and Machine Learning Capstone Project,21809,Self-paced on your time,Intermediate,Data Analysis & Statistics,English,English,99.0,Other,20-30h
"Data Science for Construction, Architecture and Engineering",11113,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,199.0,University,30-40h
"Nutrition, Heart Disease and Diabetes",24986,Self-paced on your time,Intermediate,Food & Nutrition,English,English,99.0,University,30-40h
Project Management for Development,62099,Self-paced on your time,Intermediate,Business & Management,English,English,49.0,Other,30-40h
Introduction to Cloud Infrastructure Technologies,86923,Self-paced on your time,Introductory,Computer Science,English,English,169.0,Other,40-50h
"Circular Fashion: Design, Science and Value in a Sustainable Clothing Industry",13566,Self-paced on your time,Introductory,Art & Culture,English,English,65.0,University,20-30h
Machine Learning,150855,Instructor-led on a course schedule,Advanced,Computer Science,English,English,249.0,University,80h+
Introducción a la gestión de proyectos,98517,Self-paced on your time,Introductory,Business & Management,Español,Español,50.0,University,20-30h
Free Cash Flow Analysis,36085,Self-paced on your time,Introductory,Business & Management,English,English,225.0,University,10-20h
Lean Production,55926,Self-paced on your time,Introductory,Business & Management,English,English,99.0,University,20-30h
Introduction to Algebra,131197,Self-paced on your time,Introductory,Math,English,English,139.0,Other,20-30h
"LaTeX for Students, Engineers, and Scientists",11823,Self-paced on your time,Introductory,Engineering,English,English,139.0,Other,20-30h
Leading With Effective Communication (Inclusive Leadership Training),107770,Self-paced on your time,Introductory,Communication,English,English,50.0,Other,0-10h
Anatomy: Musculoskeletal and Integumentary Systems,51969,Self-paced on your time,Introductory,Biology & Life Sciences,English,English,49.0,University,10-20h
"Inglés empresarial: ventas, gestión y liderazgo",10897,Instructor-led on a course schedule,Introductory,Business & Management,English,"English, Español",49.0,University,20-30h
Business Strategy from Wharton: Competitive Advantage,26675,Self-paced on your time,Intermediate,Business & Management,English,English,199.0,University,20-30h
Inteligencia emocional para el liderazgo efectivo y colaboración,14726,Self-paced on your time,Introductory,Social Sciences,Español,Español,49.0,University,10-20h
Introducción al desarrollo de aplicaciones web,27757,Self-paced on your time,Introductory,Computer Science,Español,Español,49.0,University,20-30h
"Six Sigma: Analyze, Improve, Control",56016,Self-paced on your time,Introductory,Business & Management,English,English,99.0,University,20-30h
Introducción a la inteligencia emocional,18830,Self-paced on your time,Introductory,Social Sciences,Español,Español,49.0,University,10-20h
AP® Microeconomics,53664,Self-paced on your time,Introductory,Economics & Finance,English,English,49.0,Institute,40-50h
Engineering Calculus and Differential Equations,21535,Self-paced on your time,Introductory,Math,English,English,50.0,University,20-30h
Linear Algebra - Foundations to Frontiers,88570,Self-paced on your time,Intermediate,Computer Science,English,English,49.0,University,80h+
Habilidades de negociación y comunicación efectiva,19614,Self-paced on your time,Introductory,Business & Management,Español,Español,149.0,Other,20-30h
Effective Communication for Today's Leader,8862,Self-paced on your time,Intermediate,Business & Management,English,English,149.0,Other,20-30h
Electric Cars: Technology,40972,Self-paced on your time,Intermediate,Engineering,English,English,50.0,University,10-20h
Site Planning Online,12948,Self-paced on your time,Intermediate,Design,English,English,99.0,Institute,50-60h
Macroeconometric Forecasting,69358,Self-paced on your time,Intermediate,Economics & Finance,English,English,25.0,Other,80h+
Administración pública y fiscal: cómo se gestiona un gobierno,49189,Self-paced on your time,Introductory,Economics & Finance,Español,"Español, Español",25.0,Other,30-40h
Fundamentals of Red Hat Enterprise Linux,53788,Self-paced on your time,Introductory,Computer Science,English,English,99.0,Other,10-20h
Algorithms,61722,Self-paced on your time,Intermediate,Computer Science,English,English,149.0,Other,40-50h
Calculus Applied!,54976,Self-paced on your time,Intermediate,Math,English,English,99.0,University,40-50h
Precalculus,55576,Self-paced on your time,Intermediate,Math,English,English,49.0,University,80h+
Fundamentos de anatomía y técnica quirúrgica básica,12133,Instructor-led on a course schedule,Introductory,Medicine,Español,Español,49.0,University,20-30h
Business Communications,60713,Self-paced on your time,Introductory,Business & Management,English,English,150.0,University,20-30h
Italian Language and Culture: Intermediate (2019-2020),35058,Self-paced on your time,Intermediate,Language,Italiano,Italiano,49.0,University,40-50h
International Women's Health and Human Rights,9796,Self-paced on your time,Introductory,Social Sciences,English,English,50.0,University,30-40h
Blockchain: Understanding Its Uses and Implications,66769,Self-paced on your time,Introductory,Business & Management,English,English,199.0,Other,30-40h
"A-level Mathematics for Year 12 - Course 1: Algebraic Methods, Graphs and Applied Mathematics Methods",22366,Self-paced on your time,Intermediate,Math,English,English,49.0,University,20-30h
Blockchain Technology,55376,Self-paced on your time,Intermediate,Computer Science,English,English,99.0,University,20-30h
Basics of Power BI,8314,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,49.0,Other,0-10h
Preparing to Network in English,34337,Self-paced on your time,Introductory,Language,English,English,149.0,University,20-30h
Mandarin Chinese Essentials,36665,Self-paced on your time,Introductory,Language,English,English,99.0,Other,30-40h
Human Rights: The Rights of Refugees,84270,Self-paced on your time,Introductory,Humanities,English,English,49.0,Other,10-20h
What do Architects and Urban Planners do?,11046,Self-paced on your time,Introductory,Architecture,English,English,49.0,University,0-10h
"U.S. Political Institutions: Congress, Presidency, Courts, and Bureaucracy",22723,Self-paced on your time,Introductory,Social Sciences,English,English,49.0,University,10-20h
Negotiation Skills and Effective Communication,8146,Self-paced on your time,Intermediate,Business & Management,English,English,149.0,Other,20-30h
AP® English Literature & Composition – Part 1: Stories,15650,Self-paced on your time,Introductory,Humanities,English,English,49.0,University,30-40h
"Viruses & How to Beat Them: Cells, Immunity, Vaccines",28710,Self-paced on your time,Introductory,Medicine,English,English,149.0,University,10-20h
Alianzas: un vehículo para lograr el desarrollo sostenible,17554,Self-paced on your time,Introductory,Social Sciences,Español,English,25.0,Other,30-40h
Designing and Creating Skirts,13954,Self-paced on your time,Introductory,Design,English,English,99.0,University,20-30h
Cómo Aprender Online,7958,Self-paced on your time,Introductory,Education & Teacher Training,Español,"English, Español",49.0,Other,0-10h
Computing in Python II: Control Structures,31511,Self-paced on your time,Introductory,Computer Science,English,English,99.0,Institute,40-50h
Facebook Ads: Cómo utilizar el poder de la publicidad en Facebook,29614,Self-paced on your time,Introductory,Communication,Español,Español,49.0,University,10-20h
Machine Learning Fundamentals,82008,Self-paced on your time,Advanced,Data Analysis & Statistics,English,English,350.0,University,80h+
Pre-University Calculus,103224,Self-paced on your time,Introductory,Math,English,English,50.0,University,50-60h
Tsinghua Chinese: Start Talking with 1.3 Billion People,58834,Self-paced on your time,Introductory,Language,English,English,49.0,University,10-20h
Deep Learning with Python and PyTorch,36195,Self-paced on your time,Intermediate,Data Analysis & Statistics,English,English,99.0,Other,10-20h
Diseña presentaciones eficaces con Powerpoint,36663,Self-paced on your time,Introductory,Computer Science,Español,Español,50.0,University,20-30h
World of Wine: From Grape to Glass,81839,Self-paced on your time,Introductory,Science,English,English,199.0,University,10-20h
Sustainable Cities,16619,Self-paced on your time,Intermediate,Environmental Studies,English,"English, हिन्दी",49.0,Other,40-50h
Introduction to Developmental Psychology,38060,Self-paced on your time,Introductory,Humanities,English,English,99.0,University,10-20h
Creativity & Entrepreneurship,69413,Self-paced on your time,Introductory,Business & Management,English,English,49.0,University,10-20h
College Algebra and Problem Solving,103010,Self-paced on your time,Introductory,Math,English,English,49.0,University,80h+
Academic writing for clarity and meaning,16220,Self-paced on your time,Introductory,Education & Teacher Training,English,English,49.0,University,0-10h
Financial Development and Financial Inclusion,13853,Self-paced on your time,Intermediate,Economics & Finance,English,English,25.0,Other,60-70h
Global Public Health,17273,Self-paced on your time,Intermediate,Health & Safety,English,English,49.0,Other,50-60h
Embedded Systems - Shape The World: Microcontroller Input/Output,69182,Self-paced on your time,Intermediate,Computer Science,English,English,49.0,University,70-80h
Introduction to Animal Behaviour,42135,Self-paced on your time,Introductory,Biology & Life Sciences,English,English,49.0,University,30-40h
Circular Economy: An Introduction,50240,Self-paced on your time,Introductory,Business & Management,English,English,50.0,University,30-40h
Public Financial Management,23288,Self-paced on your time,Intermediate,Economics & Finance,English,English,25.0,Other,40-50h
Anatomy: Human Neuroanatomy,49319,Self-paced on your time,Introductory,Biology & Life Sciences,English,English,49.0,University,20-30h
Android: Introducción a la Programación,85786,Self-paced on your time,Introductory,Computer Science,Español,Español,50.0,University,40-50h
The Ancient Greek Hero,51744,Instructor-led on a course schedule,Introductory,Humanities,English,English,99.0,University,80h+
Agile Leadership Principles and Practices,31838,Self-paced on your time,Advanced,Engineering,English,English,199.0,University,10-20h
How to Code: Simple Data,98113,Self-paced on your time,Introductory,Computer Science,English,English,125.0,University,10-20h
Cybersecurity and Privacy in the IoT,21440,Self-paced on your time,Introductory,Computer Science,English,English,199.0,University,20-30h
Strategic Management,71085,Self-paced on your time,Introductory,Business & Management,English,"English, हिन्दी",150.0,Institute,20-30h
Introducción a la ciencia de datos y sus aplicaciones,7303,Self-paced on your time,Introductory,Data Analysis & Statistics,Español,Español,39.0,Other,20-30h
"Biochemistry: Biomolecules, Methods, and Mechanisms",18692,Instructor-led on a course schedule,Intermediate,Biology & Life Sciences,English,English,150.0,Institute,50-60h
Astronomía Virtual,10500,Self-paced on your time,Introductory,Science,Español,"English, Español",29.0,University,40-50h
Nutrition and Cancer,27144,Self-paced on your time,Intermediate,Food & Nutrition,English,English,99.0,University,30-40h
Build your very first iOS app,31570,Instructor-led on a course schedule,Introductory,Computer Science,English,English,149.0,University,70-80h
Object-Oriented Programming,93633,Self-paced on your time,Introductory,Computer Science,English,English,149.0,Other,20-30h
Introduction to Jenkins,7233,Self-paced on your time,Introductory,Computer Science,English,English,199.0,Other,20-30h
Conducting an Informational Interview,15594,Self-paced on your time,Introductory,Language,English,English,99.0,University,30-40h
Liderazgo y comportamiento organizacional,21419,Self-paced on your time,Introductory,Business & Management,Español,Español,149.0,Other,20-30h
Creative Coding,18660,Instructor-led on a course schedule,Introductory,Design,English,English,249.0,University,80h+
Análisis estadístico con Excel,22717,Self-paced on your time,Introductory,Data Analysis & Statistics,Español,Español,49.0,University,10-20h
Introducción a la Ingeniería del Software,17931,Self-paced on your time,Introductory,Computer Science,Español,Español,49.0,University,20-30h
Computer Graphics,98553,Self-paced on your time,Intermediate,Computer Science,English,"English, 中文",99.0,University,50-60h
Data Science: Computational Thinking with Python,78232,Self-paced on your time,Introductory,Computer Science,English,English,199.0,University,20-30h
Comunicación efectiva para el líder actual,18470,Self-paced on your time,Introductory,Communication,Español,Español,149.0,Other,20-30h
Debate y argumentación,10954,Self-paced on your time,Introductory,Humanities,Español,Español,49.0,University,20-30h
Deep Learning with Tensorflow,37564,Self-paced on your time,Intermediate,Data Analysis & Statistics,English,English,99.0,Other,10-20h
Machine Learning (aprendizaje automático) con Python: una introducción práctica,39155,Self-paced on your time,Introductory,Computer Science,Español,Español,49.0,Other,20-30h
Essential Human Biology: Cells and Tissues,67961,Self-paced on your time,Introductory,Medicine,English,English,169.0,University,10-20h
"Writing, Presenting and Submitting Scientific Papers in English | 英文科技论文写作与学术报告",35720,Self-paced on your time,Intermediate,Communication,English,English,49.0,University,10-20h
Computing in Python III: Data Structures,27239,Self-paced on your time,Introductory,Computer Science,English,English,99.0,Institute,40-50h
Introduction to Internet of Things (IoT),6703,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,49.0,Other,0-10h
Nutrition and Health: Food Risks,51493,Self-paced on your time,Introductory,Biology & Life Sciences,English,English,49.0,University,50-60h
Mechanics: Kinematics and Dynamics,35529,Self-paced on your time,Intermediate,Physics,English,English,49.0,Institute,80h+
Storytelling for Social Change,30313,Self-paced on your time,Introductory,Communication,English,English,49.0,University,10-20h
Introduction to Data Analytics for Managers,39113,Self-paced on your time,Introductory,Business & Management,English,English,49.0,University,10-20h
Qualitative Research Methods: Conversational Interviewing,21972,Self-paced on your time,Intermediate,Humanities,English,English,49.0,Institute,0-10h
International Project Management,45145,Self-paced on your time,Advanced,Business & Management,English,English,150.0,Institute,80h+
Software Development Fundamentals,51402,Self-paced on your time,Intermediate,Computer Science,English,English,149.0,University,20-30h
"First Nights - Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots",17484,Self-paced on your time,Introductory,Humanities,English,English,49.0,University,10-20h
Critical Thinking & Problem Solving,6558,Self-paced on your time,Introductory,Communication,English,English,199.0,Institute,10-20h
Data Analysis Essentials,42262,Self-paced on your time,Introductory,Business & Management,English,English,79.0,University,30-40h
Master Control in Supply Chain Management and Logistics,31326,Self-paced on your time,Introductory,Business & Management,English,English,49.0,University,30-40h
Work and Employment for a Sustainable Future,6528,Self-paced on your time,Intermediate,Economics & Finance,English,English,49.0,Other,10-20h
Foundations of Data Structures,54075,Self-paced on your time,Intermediate,Computer Science,English,English,149.0,Other,40-50h
"Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis",31024,Self-paced on your time,Intermediate,Economics & Finance,English,English,25.0,Other,50-60h
IoT System Design: Software and Hardware Integration,13608,Self-paced on your time,Intermediate,Computer Science,English,English,99.0,University,20-30h
English for Doing Business in Asia – Writing,44252,Self-paced on your time,Introductory,Humanities,English,English,60.0,University,20-30h
Working in Teams: A Practical Guide,43981,Self-paced on your time,Introductory,Humanities,English,English,49.0,University,20-30h
Introducción a los encofrados y las cimbras en obra civil y edificación,16029,Self-paced on your time,Introductory,Engineering,Español,Español,50.0,University,10-20h
AI Chatbots without Programming,35440,Self-paced on your time,Introductory,Computer Science,English,English,99.0,Other,0-10h
Introducción a la Ciencia de Datos y el Big Data,16268,Self-paced on your time,Intermediate,Data Analysis & Statistics,Español,Español,49.0,Other,10-20h
Just Money: Banking as if Society Mattered,25553,Self-paced on your time,Introductory,Business & Management,English,English,49.0,Institute,50-60h
Introducción a R,6431,Self-paced on your time,Introductory,Data Analysis & Statistics,Español,Español,49.0,University,20-30h
Computing in Python IV: Objects & Algorithms,28112,Self-paced on your time,Introductory,Computer Science,English,English,99.0,Institute,40-50h
Adobe Illustrator: aprende a crear presentaciones de impacto,18613,Self-paced on your time,Introductory,Design,Español,Español,15.0,University,40-50h
Teaching Critical Thinking through Art with the National Gallery of Art,18595,Self-paced on your time,Introductory,Education & Teacher Training,English,"English, Español, Français, 中文",25.0,Other,50-60h
Word intermedio: herramientas de formato y productividad,10265,Self-paced on your time,Intermediate,Computer Science,Español,Español,50.0,University,20-30h
Introducción a las finanzas: Principios de valoración,17344,Self-paced on your time,Intermediate,Economics & Finance,Español,Español,49.0,University,30-40h
Aprende a diseñar jardines verticales y cuadros vivos,6341,Self-paced on your time,Introductory,Biology & Life Sciences,Español,Español,29.0,University,0-10h
"Anatomy: Cardiovascular, Urinary, and Respiratory Systems",36917,Self-paced on your time,Introductory,Biology & Life Sciences,English,English,49.0,University,10-20h
Software Engineering: Introduction,35524,Self-paced on your time,Advanced,Computer Science,English,English,125.0,University,50-60h
Structure of Materials,13042,Self-paced on your time,Intermediate,Engineering,English,English,150.0,Institute,80h+
Fundamentos de fotografía documental,13036,Self-paced on your time,Introductory,Art & Culture,Español,Español,49.0,University,30-40h
AP® Italian Language and Culture (2020-2021),39398,Self-paced on your time,Advanced,Humanities,Italiano,Italiano,49.0,University,60-70h
Computer Hardware and Operating Systems,9715,Self-paced on your time,Introductory,Computer Science,English,English,150.0,University,20-30h
Marketing Management,43415,Instructor-led on a course schedule,Advanced,Business & Management,English,English,214.0,University,60-70h
You Can Innovate: User  Innovation & Entrepreneurship,18974,Self-paced on your time,Introductory,Business & Management,English,English,49.0,Institute,30-40h
Analytics in Python,82210,Instructor-led on a course schedule,Intermediate,Business & Management,English,Sin dato,249.0,University,80h+
Bases Matemáticas: Álgebra,35811,Self-paced on your time,Introductory,Math,Español,Español,50.0,University,10-20h
HTML5 Apps and Games,86850,Self-paced on your time,Advanced,Computer Science,English,English,199.0,Other,20-30h
MATLAB and Octave for Beginners,68706,Self-paced on your time,Introductory,Computer Science,English,English,139.0,Other,20-30h
AP Physics 1,43401,Self-paced on your time,Introductory,Physics,English,English,49.0,University,60-70h
The Divine Comedy: Dante's Journey to Freedom,12005,Self-paced on your time,Introductory,Humanities,English,English,49.0,University,70-80h
Linux Basics: The Command Line Interface,32726,Self-paced on your time,Introductory,Computer Science,English,English,49.0,University,20-30h
Entrepreneurial Operations: Launching a Startup,23808,Self-paced on your time,Intermediate,Business & Management,English,English,149.0,University,20-30h
Maths Essentials,44642,Self-paced on your time,Introductory,Business & Management,English,English,79.0,University,20-30h
"Marketing Analytics: Products, Distribution and Sales",50588,Self-paced on your time,Intermediate,Computer Science,English,English,249.0,University,20-30h
Marketing Innovative Products and Services,6293,Self-paced on your time,Introductory,Business & Management,English,English,149.0,University,10-20h
Just Reading and Writing in English | 生活英语读写,33303,Self-paced on your time,Introductory,Art & Culture,English,English,149.0,University,40-50h
Introduction to Java Programming – Part 1,270376,Self-paced on your time,Introductory,Computer Science,English,English,99.0,University,20-30h
Comunicación y Redacción Digital,7165,Self-paced on your time,Introductory,Communication,Español,Español,29.0,University,10-20h
Monetary Policy Analysis and Forecasting,6616,Self-paced on your time,Advanced,Economics & Finance,English,English,25.0,Other,50-60h
Basic Analytical Chemistry,19010,Self-paced on your time,Introductory,Chemistry,English,English,49.0,University,20-30h
Identifying Entrepreneurial Opportunities,11922,Self-paced on your time,Introductory,Business & Management,English,English,149.0,University,10-20h
"ChinaX Book Club: Five Authors, Five Books, Five Views of China",5855,Self-paced on your time,Introductory,Literature,English,English,139.0,University,0-10h
Astrophysics: Cosmology,83322,Self-paced on your time,Intermediate,Physics,English,English,50.0,University,30-40h
Japanese Culture and Language (I) |日语与日本文化（1）,18489,Self-paced on your time,Introductory,Art & Culture,中文,"日本語, 中文",139.0,University,40-50h
COVID-19 Training for Healthcare Workers,5742,Self-paced on your time,Introductory,Medicine,English,English,10.0,University,10-20h
The Rise of Superheroes and Their Impact On Pop Culture,31368,Self-paced on your time,Introductory,Humanities,English,English,50.0,Other,0-10h
Introduction to Aeronautical Engineering,99971,Self-paced on your time,Introductory,Engineering,English,English,50.0,University,70-80h
Diseño de Jardines,5683,Self-paced on your time,Introductory,Biology & Life Sciences,Español,Español,29.0,University,0-10h
"Introducción al griego clásico: lengua, nombres y mitología",18849,Self-paced on your time,Introductory,Language,Español,Español,49.0,University,20-30h
Deep Learning Fundamentals with Keras,32140,Self-paced on your time,Intermediate,Data Analysis & Statistics,English,English,99.0,Other,10-20h
Existential Well-being Counseling: A Person-centered Experiential Approach,48439,Self-paced on your time,Introductory,Humanities,English,English,49.0,University,80h+
Solid Waste Management,7668,Self-paced on your time,Introductory,Environmental Studies,English,English,5.0,Other,10-20h
Retail Fundamentals,37558,Self-paced on your time,Intermediate,Business & Management,English,English,99.0,University,10-20h
Greatest Unsolved Mysteries of the Universe,93965,Self-paced on your time,Intermediate,Physics,English,English,50.0,University,20-30h
"Money Markets, Foreign Exchange and Time Value of Money",12230,Self-paced on your time,Introductory,Economics & Finance,English,English,199.0,Other,0-10h
Gestión de Contenidos Digitales y Marketing Turístico de Ciudad,14627,Self-paced on your time,Introductory,Communication,Español,Español,49.0,University,30-40h
Designing the User Experience,6416,Self-paced on your time,Introductory,Business & Management,English,English,199.0,University,10-20h
Introduction to Bioconductor,36370,Self-paced on your time,Intermediate,Data Analysis & Statistics,English,English,149.0,University,10-20h
Connected Strategy,10355,Self-paced on your time,Intermediate,Business & Management,English,English,199.0,University,10-20h
Hybrid Vehicles,18294,Instructor-led on a course schedule,Advanced,Engineering,English,English,249.0,University,80h+
First Nights - Handel's Messiah and Baroque Oratorio,18029,Self-paced on your time,Introductory,Humanities,English,English,49.0,University,10-20h
Statistical Inference and Modeling for High-throughput Experiments,51590,Self-paced on your time,Intermediate,Data Analysis & Statistics,English,English,149.0,University,10-20h
First Nights - Monteverdi’s L’Orfeo and the Birth of Opera,13300,Self-paced on your time,Introductory,Humanities,English,English,49.0,University,10-20h
18th-Century Opera: Handel & Mozart,18331,Self-paced on your time,Introductory,Music,English,English,99.0,University,10-20h
Introduction to video game development with Unity,7605,Self-paced on your time,Intermediate,Computer Science,English,English,50.0,University,20-30h
Best Practices for Project Management Success,46610,Self-paced on your time,Intermediate,Business & Management,English,English,150.0,Institute,80h+
Fundamentos de la Tecnología Blockchain,5473,Self-paced on your time,Introductory,Economics & Finance,Español,Español,49.0,University,40-50h
Información financiera y su análisis,5473,Self-paced on your time,Advanced,Economics & Finance,Español,Español,49.99,Other,20-30h
Coaching Skills for Learner-Centred Conversations,8089,Self-paced on your time,Introductory,Education & Teacher Training,English,English,49.0,University,0-10h
Intellectual Property Law and Policy: Part 1,43993,Self-paced on your time,Intermediate,Law,English,English,169.0,University,10-20h
Robotics,68199,Instructor-led on a course schedule,Advanced,Computer Science,English,English,249.0,University,80h+
La gestion des ressources humaines,6824,Self-paced on your time,Introductory,Business & Management,Français,Français,99.0,Other,10-20h
Writing for Social Justice,9927,Self-paced on your time,Introductory,Humanities,English,English,50.0,University,10-20h
Steps in Japanese for Beginners1 Part2,8080,Self-paced on your time,Introductory,Language,English,"English, 日本語",99.0,University,20-30h
Case Studies in Functional Genomics,26850,Self-paced on your time,Advanced,Data Analysis & Statistics,English,English,149.0,University,10-20h
Essential Career Skills for Investment Banking and Finance,11655,Self-paced on your time,Introductory,Business & Management,English,English,49.0,Other,0-10h
Data Structures and Software Design,30609,Self-paced on your time,Intermediate,Computer Science,English,English,149.0,University,30-40h
Unconscious Bias: From Awareness to Action,26659,Self-paced on your time,Introductory,Communication,English,English,49.0,Other,0-10h
Cybersecurity for Critical Urban Infrastructure,5306,Self-paced on your time,Advanced,Computer Science,English,English,100.0,Institute,10-20h
"Agile Process, Project, and Program Controls",16339,Self-paced on your time,Advanced,Engineering,English,English,199.0,University,10-20h
Risk Management in Development Projects,13263,Self-paced on your time,Intermediate,Business & Management,English,English,25.0,Other,20-30h
"Pintura europea: Leonardo, Rembrandt, Goya",32635,Self-paced on your time,Introductory,Humanities,Español,Español,29.0,University,10-20h
Risk & Return,21970,Self-paced on your time,Introductory,Business & Management,English,English,225.0,University,10-20h
Project Management of Engineering Projects: Preparing for Success,42834,Instructor-led on a course schedule,Intermediate,Business & Management,English,English,99.0,University,50-60h
Supply Chain Dynamics,75464,Instructor-led on a course schedule,Advanced,Business & Management,English,English,299.0,Institute,80h+
AWS Developer: Building on AWS,54249,Self-paced on your time,Advanced,Computer Science,English,English,149.0,Other,20-30h
Financial Accounting Made Fun: Eliminating Your Fears,36787,Self-paced on your time,Introductory,Business & Management,English,English,199.0,University,20-30h
PredictionX: John Snow and the Cholera Epidemic of 1854,17713,Self-paced on your time,Introductory,History,English,English,25.0,University,0-10h
Gestión de operaciones,9512,Self-paced on your time,Introductory,Business & Management,Español,"English, Español",119.0,University,30-40h
Microeconomics & Business,10962,Self-paced on your time,Introductory,Economics & Finance,English,English,79.0,University,80h+
Inteligencia artificial: Chatbots sin programación,5001,Self-paced on your time,Introductory,Computer Science,Español,English,49.0,Other,0-10h
Diseño e innovación de modelo de negocios,7180,Self-paced on your time,Advanced,Business & Management,Español,English,99.0,Other,20-30h
Unlocking Investment and Finance in Emerging Markets and Developing Economies (EMDEs),29171,Self-paced on your time,Introductory,Economics & Finance,English,English,5.0,Other,20-30h
Business Communication,0,Self-paced on your time,Introductory,Communication,English,English,199.0,Institute,10-20h
Gestão de riscos em projetos,8771,Self-paced on your time,Intermediate,Business & Management,Português,Português,25.0,Other,30-40h
Vocal Recording Technology,52369,Self-paced on your time,Introductory,Engineering,English,English,49.0,University,30-40h
Agua 2.0: empresas eficientes para el siglo XXI,0,Self-paced on your time,Introductory,Business & Management,Español,Español,25.0,Other,20-30h
IoT Sensors and Devices,33072,Self-paced on your time,Introductory,Computer Science,English,English,199.0,University,20-30h
Introducción a las tecnologías para la Educación,31533,Self-paced on your time,Introductory,Computer Science,Español,Español,49.0,University,10-20h
Fundamentos de la guitarra eléctrica y acústica,13124,Self-paced on your time,Introductory,Music,Español,Español,49.0,University,20-30h
e-Learning on Digital Agriculture,6238,Self-paced on your time,Introductory,Environmental Studies,English,English,5.0,Other,10-20h
Exploring GraphQL: A Query Language for APIs,9503,Self-paced on your time,Introductory,Computer Science,English,English,149.0,Other,10-20h
EmSAT English Preparation - Level 2,7346,Self-paced on your time,Intermediate,Language,English,English,49.0,University,10-20h
The Data Science Method,7868,Self-paced on your time,Introductory,Data Analysis & Statistics,English,English,39.0,Other,30-40h
"Plato, Socrates, and the Birth of Western Philosophy | 西方哲学精神探源",21291,Self-paced on your time,Introductory,Humanities,English,"English, 中文",49.0,University,30-40h
"Cosmic Rays, Dark Matter, and the Mysteries of the Universe",12888,Self-paced on your time,Intermediate,Physics,English,English,49.0,University,10-20h
Macroeconomic Diagnostics,23408,Self-paced on your time,Intermediate,Economics & Finance,English,English,25.0,Other,40-50h
BioStatistics,14937,Self-paced on your time,Introductory,Biology & Life Sciences,English,English,79.0,University,60-70h
Results-Based Project Management: Monitoring and Evaluation,32810,Self-paced on your time,Intermediate,Business & Management,English,English,199.0,University,20-30h
Estrategias y estilos de negociación,12639,Self-paced on your time,Introductory,Business & Management,Español,English,149.0,Other,20-30h
Políticas efectivas de desarrollo infantil,64387,Self-paced on your time,Intermediate,Social Sciences,Español,"English, Español, Português",25.0,Other,40-50h
Alzheimer’s Disease & Dementia Care,5763,Self-paced on your time,Intermediate,Medicine,English,English,49.0,University,10-20h
Understanding Classroom Interaction,27114,Self-paced on your time,Introductory,Education & Teacher Training,English,English,49.0,University,10-20h
Sign Language Science: Emergence and Evolution of Sign Language,8313,Self-paced on your time,Introductory,Language,English,English,99.0,University,10-20h
International Humanitarian Law,31419,Self-paced on your time,Advanced,Law,English,English,150.0,University,80h+
"Educación de calidad para todos: equidad, inclusión y atención a la diversidad",25111,Self-paced on your time,Introductory,Education & Teacher Training,Español,Español,49.0,University,20-30h
Introduction to Astrophysics,20802,Self-paced on your time,Introductory,Physics,English,English,139.0,Other,20-30h
Epidemics I,10618,Self-paced on your time,Introductory,Medicine,English,"English, 中文, 中文",139.0,University,10-20h
Introducción a la genética y la evolución,15297,Self-paced on your time,Introductory,Biology & Life Sciences,Español,Español,49.0,University,0-10h
Fundamentals of Macroeconomics,17820,Self-paced on your time,Introductory,Economics & Finance,English,English,129.0,University,10-20h
"Blockchain and FinTech: Basics, Applications, and Limitations",22011,Self-paced on your time,Introductory,Computer Science,English,"English, 中文",199.0,University,20-30h
Molecular Biology - Part 2: Transcription and Transposition,18168,Self-paced on your time,Advanced,Biology & Life Sciences,English,"English, 中文",99.0,Institute,40-50h
"One Planet, One Ocean",12166,Self-paced on your time,Intermediate,Environmental Studies,English,English,49.0,Other,30-40h
Reputation Management in a Digital World,39672,Self-paced on your time,Intermediate,Communication,English,English,99.0,University,20-30h
Google Ads: publicidad efectiva,12084,Self-paced on your time,Introductory,Business & Management,Español,Español,49.0,University,10-20h
Introducción a la energía solar fotovoltaica: El módulo fotovoltaico,14673,Self-paced on your time,Intermediate,Engineering,Español,Español,50.0,University,10-20h
Computer Vision Fundamentals with Watson and OpenCV,7032,Self-paced on your time,Introductory,Computer Science,English,English,99.0,Other,80h+
Japanese Business Management,14852,Self-paced on your time,Intermediate,Business & Management,English,English,129.0,University,10-20h
Introduction to Cloud Computing,0,Self-paced on your time,Introductory,Computer Science,English,English,49.0,Other,0-10h
Fundamentos de logística,7397,Self-paced on your time,Introductory,Engineering,Español,Español,29.0,Other,30-40h
